Year,Jurisdiction,Category,Management,Fate,Tonnes,Core or non-core
"2019-2020","NSW","Organics","Recycling","Recycling","1781200.86288817","Core waste"
"2019-2020","NSW","Paper & cardboard","Energy from waste facility","Energy recovery","0","Core waste"
"2019-2020","NSW","Paper & cardboard","Landfill","Disposal","771867.516291294","Core waste"
"2019-2020","NSW","Paper & cardboard","Landfill","Energy recovery","156347.490071288","Core waste"
"2019-2020","NSW","Paper & cardboard","Recycling","Recycling","994417.83094455","Core waste"
"2019-2020","NSW","Plastics","Landfill","Disposal","596763.622844094","Core waste"
"2019-2020","NSW","Plastics","Recycling","Recycling","87146.7191133217","Core waste"
"2019-2020","NSW","Textiles, leather & rubber (excl. tyres)","Energy from waste facility","Energy recovery","0","Core waste"
"2019-2020","NSW","Textiles, leather & rubber (excl. tyres)","Landfill","Disposal","194190.694482117","Core waste"
"2019-2020","NSW","Textiles, leather & rubber (excl. tyres)","Landfill","Energy recovery","40304.1259163665","Core waste"
"2019-2020","NSW","Textiles, leather & rubber (excl. tyres)","Recycling","Recycling","2408.61294326864","Core waste"
"2019-2020","NSW","Unclassified materials","Landfill","Disposal","238873.607084472","Core waste"
"2019-2020","NSW","Unclassified materials","Recycling","Recycling","20470.0010009672","Core waste"
"2019-2020","NT","Biosolids","Other disposal","Disposal","2719.94555219582","Core waste"
"2019-2020","NT","Biosolids","Recycling","Recycling","12239.7549848812","Core waste"
"2019-2020","NT","Building and demolition materials","Landfill","Disposal","70261.3861439191","Core waste"
"2019-2020","NT","Building and demolition materials","Recycling","Recycling","10960","Core waste"
"2019-2020","NT","Glass","Landfill","Disposal","9108.42461694099","Core waste"
"2019-2020","NT","Glass","Recycling","Recycling","5415.45","Core waste"
"2019-2020","NT","Hazardous wastes","Energy from waste facility","Energy recovery","1065.21739130435","Core waste"
"2019-2020","NT","Hazardous wastes","Landfill","Disposal","21949.4491185356","Core waste"
"2019-2020","NT","Hazardous wastes","Other disposal","Disposal","771.373041703412","Core waste"
"2019-2020","NT","Hazardous wastes","Recycling","Recycling","17085.1381856706","Core waste"
"2019-2020","NT","Hazardous wastes","Treatment","Disposal","1961.36319889229","Core waste"
"2019-2020","NT","Hazardous wastes","Treatment","Energy recovery","2011.23432629796","Core waste"
"2019-2020","NT","Hazardous wastes","Treatment","Recycling","9816.50345510818","Core waste"
"2019-2020","NT","Metals","Landfill","Disposal","11473.9136796985","Core waste"
"2019-2020","NT","Metals","Recycling","Recycling","3233.67","Core waste"
"2019-2020","NT","Organics","Energy from waste facility","Energy recovery","0","Core waste"
"2019-2020","NT","Organics","Landfill","Disposal","115919.291648761","Core waste"
"2019-2020","NT","Organics","Landfill","Energy recovery","364.868079052107","Core waste"
"2019-2020","NT","Organics","Recycling","Recycling","928.71","Core waste"
"2019-2020","NT","Paper & cardboard","Energy from waste facility","Energy recovery","0","Core waste"
"2019-2020","NT","Paper & cardboard","Landfill","Disposal","35015.6056016198","Core waste"
"2019-2020","NT","Paper & cardboard","Landfill","Energy recovery","88.4521215667264","Core waste"
"2019-2020","NT","Paper & cardboard","Recycling","Recycling","592.93","Core waste"
"2019-2020","NT","Plastics","Landfill","Disposal","40306.7305944266","Core waste"
"2019-2020","NT","Plastics","Recycling","Recycling","945.111320913803","Core waste"
"2019-2020","NT","Textiles, leather & rubber (excl. tyres)","Energy from waste facility","Energy recovery","0","Core waste"
"2019-2020","NT","Textiles, leather & rubber (excl. tyres)","Landfill","Disposal","11749.3723040069","Core waste"
"2019-2020","NT","Textiles, leather & rubber (excl. tyres)","Landfill","Energy recovery","30.5945099050859","Core waste"
"2019-2020","NT","Unclassified materials","Landfill","Disposal","0","Core waste"
"2019-2020","Qld","Ash","Other disposal","Long-term storage","3768297.36850328","Non-core waste"
"2019-2020","Qld","Ash","Recycling","Recycling","777296.56214","Non-core waste"
"2019-2020","Qld","Biosolids","Other disposal","Disposal","0","Core waste"
"2019-2020","Qld","Biosolids","Recycling","Recycling","299142.857142857","Core waste"
"2019-2020","Qld","Building and demolition materials","Landfill","Disposal","675943.71107818","Core waste"
"2019-2020","Qld","Building and demolition materials","Recycling","Recycling","1947733","Core waste"
"2019-2020","Qld","Glass","Landfill","Disposal","127750.713702359","Core waste"
"2019-2020","Qld","Glass","Recycling","Recycling","82946","Core waste"
"2019-2020","Qld","Hazardous wastes","Energy from waste facility","Energy recovery","28350.1483679525","Core waste"
"2019-2020","Qld","Hazardous wastes","Landfill","Disposal","604276.658120098","Core waste"
"2019-2020","Qld","Hazardous wastes","Other disposal","Disposal","33863.5767144887","Core waste"
"2019-2020","Qld","Hazardous wastes","Recycling","Recycling","547487.12061075","Core waste"
"2019-2020","Qld","Hazardous wastes","Treatment","Disposal","122901.016975418","Core waste"
"2019-2020","Qld","Hazardous wastes","Treatment","Energy recovery","11274.9099872831","Core waste"
"2019-2020","Qld","Hazardous wastes","Treatment","Recycling","113262.727755954","Core waste"
"2019-2020","Qld","Metals","Landfill","Disposal","150176.809644311","Core waste"
"2019-2020","Qld","Metals","Recycling","Recycling","858989","Core waste"
"2019-2020","Qld","Organics","Energy from waste facility","Energy recovery","38334","Core waste"
"2019-2020","Qld","Organics","Landfill","Disposal","1231234.11127881","Core waste"
"2019-2020","Qld","Organics","Landfill","Energy recovery","352411.553721192","Core waste"
"2019-2020","Qld","Organics","Recycling","Recycling","815736","Core waste"
"2019-2020","Qld","Paper & cardboard","Energy from waste facility","Energy recovery","0","Core waste"
"2019-2020","Qld","Paper & cardboard","Landfill","Disposal","384033.543370921","Core waste"
"2019-2020","Qld","Paper & cardboard","Landfill","Energy recovery","80805.3366290795","Core waste"
"2019-2020","Qld","Paper & cardboard","Recycling","Recycling","533631.1593","Core waste"
"2019-2020","Qld","Plastics","Landfill","Disposal","541282.295575149","Core waste"
"2019-2020","Qld","Plastics","Recycling","Recycling","35221.6629982392","Core waste"
"2019-2020","Qld","Textiles, leather & rubber (excl. tyres)","Energy from waste facility","Energy recovery","0","Core waste"
"2019-2020","Qld","Textiles, leather & rubber (excl. tyres)","Landfill","Disposal","126330.551653334","Core waste"
"2019-2020","Qld","Textiles, leather & rubber (excl. tyres)","Landfill","Energy recovery","26552.3733466661","Core waste"
"2019-2020","Qld","Textiles, leather & rubber (excl. tyres)","Recycling","Recycling","79","Core waste"
"2019-2020","Qld","Unclassified materials","Landfill","Disposal","0","Core waste"
"2019-2020","Qld","Unclassified materials","Recycling","Recycling","0","Core waste"
"2019-2020","Qld","Unclassified materials","Waste reuse","Waste reuse","26030","Core waste"
"2019-2020","SA","Ash","Other disposal","Long-term storage","0","Non-core waste"
"2019-2020","SA","Ash","Recycling","Recycling","0","Non-core waste"
"2019-2020","SA","Biosolids","Other disposal","Disposal","1510.82251082251","Core waste"
"2019-2020","SA","Biosolids","Recycling","Recycling","149571.428571429","Core waste"
"2019-2020","SA","Building and demolition materials","Landfill","Disposal","259845.330805808","Core waste"
"2019-2020","SA","Building and demolition materials","Recycling","Recycling","1696376.194","Core waste"
"2019-2020","SA","Glass","Landfill","Disposal","14503.6354652183","Core waste"
"2019-2020","SA","Glass","Recycling","Recycling","78300","Core waste"
"2019-2020","SA","Hazardous wastes","Energy from waste facility","Energy recovery","12786.8852459016","Core waste"
"2019-2020","SA","Hazardous wastes","Landfill","Disposal","93733.5031749316","Core waste"
"2019-2020","SA","Hazardous wastes","Other disposal","Disposal","5092.36045284495","Core waste"
"2019-2020","SA","Hazardous wastes","Recycling","Recycling","130788.450098215","Core waste"
"2019-2020","SA","Hazardous wastes","Treatment","Disposal","37038.4919461922","Core waste"
"2019-2020","SA","Hazardous wastes","Treatment","Energy recovery","6132.2481249615","Core waste"
"2019-2020","SA","Hazardous wastes","Treatment","Recycling","124544.055195834","Core waste"
"2019-2020","SA","Metals","Landfill","Disposal","21863.5268664484","Core waste"
"2019-2020","SA","Metals","Recycling","Recycling","280370","Core waste"
"2019-2020","SA","Organics","Energy from waste facility","Energy recovery","127000","Core waste"
"2019-2020","SA","Organics","Landfill","Disposal","224599.588129511","Core waste"
"2019-2020","SA","Organics","Landfill","Energy recovery","67020.7890847846","Core waste"
"2019-2020","SA","Organics","Recycling","Recycling","947616","Core waste"
"2019-2020","SA","Organics","Waste reuse","Waste reuse","4200","Core waste"
"2019-2020","SA","Paper & cardboard","Energy from waste facility","Energy recovery","0","Core waste"
"2019-2020","SA","Paper & cardboard","Landfill","Disposal","54923.9714075827","Core waste"
"2019-2020","SA","Paper & cardboard","Landfill","Energy recovery","11496.7126762377","Core waste"
"2019-2020","SA","Paper & cardboard","Recycling","Recycling","194000","Core waste"
"2019-2020","SA","Plastics","Energy from waste facility","Energy recovery","12700","Core waste"
"2019-2020","SA","Plastics","Landfill","Disposal","43071.9418065091","Core waste"
"2019-2020","SA","Plastics","Landfill","Energy recovery","0","Core waste"
"2019-2020","SA","Plastics","Recycling","Recycling","29700","Core waste"
"2019-2020","SA","Textiles, leather & rubber (excl. tyres)","Energy from waste facility","Energy recovery","0","Core waste"
"2019-2020","SA","Textiles, leather & rubber (excl. tyres)","Landfill","Disposal","29593.0370775313","Core waste"
"2019-2020","SA","Textiles, leather & rubber (excl. tyres)","Landfill","Energy recovery","6347.96350543759","Core waste"
"2019-2020","SA","Textiles, leather & rubber (excl. tyres)","Recycling","Recycling","900","Core waste"
"2019-2020","SA","Unclassified materials","Landfill","Disposal","0","Core waste"
"2019-2020","SA","Unclassified materials","Recycling","Recycling","0","Core waste"
"2019-2020","SA","Unclassified materials","Waste reuse","Waste reuse","1600","Core waste"
"2019-2020","Tas","Biosolids","Other disposal","Disposal","3021.64502164502","Core waste"
"2019-2020","Tas","Biosolids","Recycling","Recycling","30552.1885521886","Core waste"
"2019-2020","Tas","Building and demolition materials","Landfill","Disposal","77866.4662094349","Core waste"
"2019-2020","Tas","Building and demolition materials","Recycling","Recycling","1417.72639304684","Core waste"
"2019-2020","Tas","Glass","Landfill","Disposal","12324.6923570362","Core waste"
"2019-2020","Tas","Glass","Recycling","Recycling","13654.8465234186","Core waste"
"2019-2020","Tas","Hazardous wastes","Energy from waste facility","Energy recovery","3633.02752293578","Core waste"
"2019-2020","Tas","Hazardous wastes","Landfill","Disposal","75854.7752176022","Core waste"
"2019-2020","Tas","Hazardous wastes","Other disposal","Disposal","4816.72121705779","Core waste"
"2019-2020","Tas","Hazardous wastes","Recycling","Recycling","246379.962813662","Core waste"
"2019-2020","Tas","Hazardous wastes","Treatment","Disposal","8890.60825391281","Core waste"
"2019-2020","Tas","Hazardous wastes","Treatment","Energy recovery","2029.00473072502","Core waste"
"2019-2020","Tas","Hazardous wastes","Treatment","Recycling","61459.5282689802","Core waste"
"2019-2020","Tas","Metals","Landfill","Disposal","16015.1979281346","Core waste"
"2019-2020","Tas","Metals","Recycling","Recycling","6754.48902945437","Core waste"
"2019-2020","Tas","Organics","Energy from waste facility","Energy recovery","0","Core waste"
"2019-2020","Tas","Organics","Landfill","Disposal","125500.739013653","Core waste"
"2019-2020","Tas","Organics","Landfill","Energy recovery","36545.0909863465","Core waste"
"2019-2020","Tas","Organics","Recycling","Recycling","21739.21","Core waste"
"2019-2020","Tas","Paper & cardboard","Energy from waste facility","Energy recovery","0","Core waste"
"2019-2020","Tas","Paper & cardboard","Landfill","Disposal","42252.4249835053","Core waste"
"2019-2020","Tas","Paper & cardboard","Landfill","Energy recovery","9374.4200164947","Core waste"
"2019-2020","Tas","Paper & cardboard","Recycling","Recycling","35985.3326267504","Core waste"
"2019-2020","Tas","Plastics","Landfill","Disposal","59016.5185053944","Core waste"
"2019-2020","Tas","Plastics","Recycling","Recycling","4828.25711680319","Core waste"
"2019-2020","Tas","Textiles, leather & rubber (excl. tyres)","Energy from waste facility","Energy recovery","0","Core waste"
"2019-2020","Tas","Textiles, leather & rubber (excl. tyres)","Landfill","Disposal","15702.3483829999","Core waste"
"2019-2020","Tas","Textiles, leather & rubber (excl. tyres)","Landfill","Energy recovery","3571.10161700007","Core waste"
"2019-2020","Tas","Textiles, leather & rubber (excl. tyres)","Recycling","Recycling","253.165427329792","Core waste"
"2019-2020","Tas","Unclassified materials","Landfill","Disposal","0","Core waste"
"2019-2020","Vic","Ash","Other disposal","Long-term storage","869276.713702539","Non-core waste"
"2019-2020","Vic","Ash","Recycling","Recycling","0","Non-core waste"
"2019-2020","Vic","Biosolids","Other disposal","Disposal","176934.102934103","Core waste"
"2019-2020","Vic","Biosolids","Recycling","Recycling","393821.067821068","Core waste"
"2019-2020","Vic","Building and demolition materials","Landfill","Disposal","1185336.97680139","Core waste"
"2019-2020","Vic","Building and demolition materials","Recycling","Recycling","6538689","Core waste"
